Roll 1: 1 × T3 | R%: 6.174% (1 in 16.198) | 40.38 ★
Roll 32878: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 32879: (+1/2) 1 × T2 | R%: 18.521% (1 in 5.399) | 13.65 ★ [+3.9]
Roll 32880: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 32881: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 32882: (+2/4) 2 × T1 | R%: 9.26% (1 in 10.799) | 8.1 ★ [+3.6]
Roll 32883: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 32884: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 32885: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 32886: (+2/3) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.8 ★ [+0.8]
Roll 32887: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 32888: 2 × T1 | R%: 9.26% (1 in 10.799) | 4.5 ★
Roll 32889: (+2/3) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.8 ★ [+0.8]
Roll 32890: 3 × T2 | R%: 0.514% (1 in 194.375) | 34.25 ★
Roll 32891: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 32892: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 32893: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 32894: 3 × T4 | R%: 0.057% (1 in 1.75×10^3) | 447.68 ★
Roll 32895: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 32896: 2 × T2 | R%: 3.087% (1 in 32.396) | 22.0 ★
Roll 32897: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 32898: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 32899: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 32900: (+1/3) 2 × T1 | R%: 9.26% (1 in 10.799) | 6.3 ★ [+1.8]
Roll 32901: 3 × T3 | R%: 0.171% (1 in 583.125) | 126.14 ★
Roll 32902: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 32903: (+1/3) 2 × T1 | R%: 9.26% (1 in 10.799) | 6.3 ★ [+1.8]
Roll 32904: (+3/4) 1 × T1 | R%: 55.563% (1 in 1.8) | 2.2 ★ [+1.2]
Roll 32905: (+4/5) 1 × T1 | R%: 55.563% (1 in 1.8) | 2.6 ★ [+1.6]
Roll 32906: (+5/6) 1 × T1 | R%: 55.563% (1 in 1.8) | 3.0 ★ [+2.0]
Roll 32907: (+6/7) 1 × T1 | R%: 55.563% (1 in 1.8) | 3.4 ★ [+2.4]
Roll 32908: (+7/8) 1 × T1 | R%: 55.563% (1 in 1.8) | 3.8 ★ [+2.8]
Roll 32909: (+8/9) 1 × T1 | R%: 55.563% (1 in 1.8) | 4.2 ★ [+3.2]
Roll 32910: (+9/10) 1 × T1 | R%: 55.563% (1 in 1.8) | 4.6 ★ [+3.6]
Roll 32911: (+10/11) 1 × T1 | R%: 55.563% (1 in 1.8) | 5.0 ★ [+4.0]
Roll 32912: (+11/12) 1 × T1 | R%: 55.563% (1 in 1.8) | 5.4 ★ [+4.4]
Roll 32913: (+12/14) 2 × T1 | R%: 9.26% (1 in 10.799) | 26.1 ★ [+21.6]
Roll 32914: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 32915: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 32916: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 32917: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 32918: (+1/2) 1 × T2 | R%: 18.521% (1 in 5.399) | 13.65 ★ [+3.9]
Roll 32919: (+2/3) 1 × T2 | R%: 18.521% (1 in 5.399) | 17.55 ★ [+7.8]
Roll 32920: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 32921: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 32922: (+2/3) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.8 ★ [+0.8]
Roll 32923: 2 × T2 | R%: 3.087% (1 in 32.396) | 22.0 ★
Roll 32924: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 32925: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 32926: (+2/3) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.8 ★ [+0.8]
Roll 32927: (+3/4) 1 × T1 | R%: 55.563% (1 in 1.8) | 2.2 ★ [+1.2]
Roll 32928: (+4/5) 1 × T1 | R%: 55.563% (1 in 1.8) | 2.6 ★ [+1.6]
Roll 32929: 1 × T5 | R%: 0.686% (1 in 145.781) | 522.72 ★
Roll 32930: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 32931: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 32932: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 32933: (+2/4) 2 × T1 | R%: 9.26% (1 in 10.799) | 8.1 ★ [+3.6]
Roll 32934: (+4/5) 1 × T1 | R%: 55.563% (1 in 1.8) | 2.6 ★ [+1.6]
Roll 32935: (+5/6) 1 × T1 | R%: 55.563% (1 in 1.8) | 3.0 ★ [+2.0]
Roll 32936: (+6/8) 2 × T1 | R%: 9.26% (1 in 10.799) | 15.3 ★ [+10.8]
Roll 32937: (+8/9) 1 × T1 | R%: 55.563% (1 in 1.8) | 4.2 ★ [+3.2]
Roll 32938: (+9/10) 1 × T1 | R%: 55.563% (1 in 1.8) | 4.6 ★ [+3.6]
Roll 32939: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 32940: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 32941: 1 × T3 | R%: 6.174% (1 in 16.198) | 40.38 ★
Roll 32942: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 32943: 1 × T5 | R%: 0.686% (1 in 145.781) | 522.72 ★
Roll 32944: 2 × T1 | R%: 9.26% (1 in 10.799) | 4.5 ★
Roll 32945: (+2/3) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.8 ★ [+0.8]
Roll 32946: 1 × T3 | R%: 6.174% (1 in 16.198) | 40.38 ★
Roll 32947: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 32948: (+1/3) 2 × T1 | R%: 9.26% (1 in 10.799) | 6.3 ★ [+1.8]
Roll 32949: (+3/4) 1 × T1 | R%: 55.563% (1 in 1.8) | 2.2 ★ [+1.2]
Roll 32950: (+4/5) 1 × T1 | R%: 55.563% (1 in 1.8) | 2.6 ★ [+1.6]
Roll 32951: (+5/7) 2 × T1 | R%: 9.26% (1 in 10.799) | 13.5 ★ [+9.0]
Roll 32952: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 32953: (+1/2) 1 × T2 | R%: 18.521% (1 in 5.399) | 13.65 ★ [+3.9]
Roll 32954: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 32955: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 32956: (+2/3) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.8 ★ [+0.8]
Roll 32957: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 32958: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 32959: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 32960: (+2/3) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.8 ★ [+0.8]
Roll 32961: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 32962: (+1/4) 3 × T2 | R%: 0.514% (1 in 194.375) | 47.95 ★ [+13.7]
Roll 32963: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 32964: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 32965: (+2/3) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.8 ★ [+0.8]
Roll 32966: (+3/4) 1 × T1 | R%: 55.563% (1 in 1.8) | 2.2 ★ [+1.2]
Roll 32967: (+4/5) 1 × T1 | R%: 55.563% (1 in 1.8) | 2.6 ★ [+1.6]
Roll 32968: 1 × T7 | R%: 0.076% (1 in 1.31×10^3) | 6431.43 ★
Roll 32969: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 32970: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 32971: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 32972: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 32973: (+1/3) 2 × T2 | R%: 3.087% (1 in 32.396) | 30.8 ★ [+8.8]
Roll 32974: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 32975: 1 × T3 | R%: 6.174% (1 in 16.198) | 40.38 ★
Roll 32976: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 32977: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 32978: (+2/3) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.8 ★ [+0.8]
Roll 32979: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 32980: (+1/2) 1 × T2 | R%: 18.521% (1 in 5.399) | 13.65 ★ [+3.9]
Roll 32981: 1 × T3 | R%: 6.174% (1 in 16.198) | 40.38 ★
Roll 32982: (+1/2) 1 × T3 | R%: 6.174% (1 in 16.198) | 56.53 ★ [+16.15]
Roll 32983: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 32984: (+1/2) 1 × T2 | R%: 18.521% (1 in 5.399) | 13.65 ★ [+3.9]
Roll 32985: (+2/3) 1 × T2 | R%: 18.521% (1 in 5.399) | 17.55 ★ [+7.8]
Roll 32986: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 32987: 1 × T4 | R%: 2.058% (1 in 48.594) | 147.56 ★
Roll 32988: 1 × T3 | R%: 6.174% (1 in 16.198) | 40.38 ★
Roll 32989: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 32990: 3 × T2 | R%: 0.514% (1 in 194.375) | 34.25 ★
Roll 32991: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 32992: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 32993: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 32994: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 32995: (+2/3) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.8 ★ [+0.8]
Roll 32996: (+3/4) 1 × T1 | R%: 55.563% (1 in 1.8) | 2.2 ★ [+1.2]
Roll 32997: (+4/5) 1 × T1 | R%: 55.563% (1 in 1.8) | 2.6 ★ [+1.6]
Roll 32998: (+5/7) 2 × T1 | R%: 9.26% (1 in 10.799) | 13.5 ★ [+9.0]
Roll 32999: (+7/10) 3 × T1 | R%: 1.543% (1 in 64.792) | 30.4 ★ [+22.4]
Roll 33000: (+10/11) 1 × T1 | R%: 55.563% (1 in 1.8) | 5.0 ★ [+4.0]
Roll 33001: (+11/12) 1 × T1 | R%: 55.563% (1 in 1.8) | 5.4 ★ [+4.4]
Roll 33002: (+12/13) 1 × T1 | R%: 55.563% (1 in 1.8) | 5.8 ★ [+4.8]
Roll 33003: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 33004: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 33005: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 33006: (+2/3) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.8 ★ [+0.8]
Roll 33007: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 33008: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 33009: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 33010: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 33011: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 33012: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 33013: (+2/3) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.8 ★ [+0.8]
Roll 33014: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 33015: (+1/2) 1 × T2 | R%: 18.521% (1 in 5.399) | 13.65 ★ [+3.9]
Roll 33016: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 33017: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 33018: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 33019: 1 × T3 | R%: 6.174% (1 in 16.198) | 40.38 ★
Roll 33020: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 33021: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 33022: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 33023: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 33024: (+2/3) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.8 ★ [+0.8]
Roll 33025: (+3/4) 1 × T1 | R%: 55.563% (1 in 1.8) | 2.2 ★ [+1.2]
Roll 33026: (+4/5) 1 × T1 | R%: 55.563% (1 in 1.8) | 2.6 ★ [+1.6]
Roll 33027: (+5/6) 1 × T1 | R%: 55.563% (1 in 1.8) | 3.0 ★ [+2.0]
Roll 33028: (+6/7) 1 × T1 | R%: 55.563% (1 in 1.8) | 3.4 ★ [+2.4]
Roll 33029: (+7/8) 1 × T1 | R%: 55.563% (1 in 1.8) | 3.8 ★ [+2.8]
Roll 33030: (+8/9) 1 × T1 | R%: 55.563% (1 in 1.8) | 4.2 ★ [+3.2]
Roll 33031: (+9/10) 1 × T1 | R%: 55.563% (1 in 1.8) | 4.6 ★ [+3.6]
Roll 33032: 1 × T4 | R%: 2.058% (1 in 48.594) | 147.56 ★
Roll 33033: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 33034: (+1/3) 2 × T2 | R%: 3.087% (1 in 32.396) | 30.8 ★ [+8.8]
Roll 33035: 1 × T4 | R%: 2.058% (1 in 48.594) | 147.56 ★
Roll 33036: 2 × T3 | R%: 1.029% (1 in 97.187) | 83.26 ★
Roll 33037: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 33038: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 33039: (+2/5) 3 × T1 | R%: 1.543% (1 in 64.792) | 14.4 ★ [+6.4]
Roll 33040: 2 × T2 | R%: 3.087% (1 in 32.396) | 22.0 ★
Roll 33041: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 33042: (+1/3) 2 × T1 | R%: 9.26% (1 in 10.799) | 6.3 ★ [+1.8]
Roll 33043: (+3/4) 1 × T1 | R%: 55.563% (1 in 1.8) | 2.2 ★ [+1.2]
Roll 33044: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 33045: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 33046: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 33047: (+2/3) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.8 ★ [+0.8]
Roll 33048: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 33049: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 33050: 1 × T3 | R%: 6.174% (1 in 16.198) | 40.38 ★
Roll 33051: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 33052: (+1/3) 2 × T1 | R%: 9.26% (1 in 10.799) | 6.3 ★ [+1.8]
Roll 33053: (+3/4) 1 × T1 | R%: 55.563% (1 in 1.8) | 2.2 ★ [+1.2]
Roll 33054: 1 × T3 | R%: 6.174% (1 in 16.198) | 40.38 ★
Roll 33055: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 33056: 1 × T3 | R%: 6.174% (1 in 16.198) | 40.38 ★
Roll 33057: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 33058: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 33059: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 33060: (+2/3) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.8 ★ [+0.8]
Roll 33061: (+3/4) 1 × T1 | R%: 55.563% (1 in 1.8) | 2.2 ★ [+1.2]
Roll 33062: (+4/5) 1 × T1 | R%: 55.563% (1 in 1.8) | 2.6 ★ [+1.6]
Roll 33063: 2 × T3 | R%: 1.029% (1 in 97.187) | 83.26 ★
Roll 33064: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 33065: 1 × T3 | R%: 6.174% (1 in 16.198) | 40.38 ★
Roll 33066: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 33067: 1 × T6 | R%: 0.229% (1 in 437.344) | 1835.77 ★
Roll 33068: 2 × T2 | R%: 3.087% (1 in 32.396) | 22.0 ★
Roll 33069: 2 × T3 | R%: 1.029% (1 in 97.187) | 83.26 ★
Roll 33070: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 33071: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 33072: (+2/3) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.8 ★ [+0.8]
Roll 33073: (+3/4) 1 × T1 | R%: 55.563% (1 in 1.8) | 2.2 ★ [+1.2]
Roll 33074: (+4/5) 1 × T1 | R%: 55.563% (1 in 1.8) | 2.6 ★ [+1.6]
Roll 33075: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 33076: 1 × T4 | R%: 2.058% (1 in 48.594) | 147.56 ★
Roll 33077: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 33078: (+1/2) 1 × T2 | R%: 18.521% (1 in 5.399) | 13.65 ★ [+3.9]
Roll 33079: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 33080: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 33081: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 33082: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 33083: (+1/4) 3 × T1 | R%: 1.543% (1 in 64.792) | 11.2 ★ [+3.2]
Roll 33084: (+4/6) 2 × T1 | R%: 9.26% (1 in 10.799) | 11.7 ★ [+7.2]
Roll 33085: 1 × T3 | R%: 6.174% (1 in 16.198) | 40.38 ★
Roll 33086: 2 × T1 | R%: 9.26% (1 in 10.799) | 4.5 ★
Roll 33087: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 33088: (+1/2) 1 × T2 | R%: 18.521% (1 in 5.399) | 13.65 ★ [+3.9]
Roll 33089: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 33090: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 33091: (+2/3) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.8 ★ [+0.8]
Roll 33092: 1 × T3 | R%: 6.174% (1 in 16.198) | 40.38 ★
Roll 33093: (+1/2) 1 × T3 | R%: 6.174% (1 in 16.198) | 56.53 ★ [+16.15]
Roll 33094: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 33095: 1 × T3 | R%: 6.174% (1 in 16.198) | 40.38 ★
Roll 33096: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 33097: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 33098: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 33099: (+1/3) 2 × T1 | R%: 9.26% (1 in 10.799) | 6.3 ★ [+1.8]
Roll 33100: (+3/5) 2 × T1 | R%: 9.26% (1 in 10.799) | 9.9 ★ [+5.4]
Roll 33101: (+5/6) 1 × T1 | R%: 55.563% (1 in 1.8) | 3.0 ★ [+2.0]
Roll 33102: 1 × T3 | R%: 6.174% (1 in 16.198) | 40.38 ★
Roll 33103: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 33104: 2 × T3 | R%: 1.029% (1 in 97.187) | 83.26 ★
Roll 33105: 3 × T1 | R%: 1.543% (1 in 64.792) | 8.0 ★
Roll 33106: (+3/4) 1 × T1 | R%: 55.563% (1 in 1.8) | 2.2 ★ [+1.2]
Roll 33107: (+4/5) 1 × T1 | R%: 55.563% (1 in 1.8) | 2.6 ★ [+1.6]
Roll 33108: (+5/6) 1 × T1 | R%: 55.563% (1 in 1.8) | 3.0 ★ [+2.0]
Roll 33109: (+6/7) 1 × T1 | R%: 55.563% (1 in 1.8) | 3.4 ★ [+2.4]
Roll 33110: (+7/8) 1 × T1 | R%: 55.563% (1 in 1.8) | 3.8 ★ [+2.8]
Roll 33111: (+8/9) 1 × T1 | R%: 55.563% (1 in 1.8) | 4.2 ★ [+3.2]
Roll 33112: 2 × T3 | R%: 1.029% (1 in 97.187) | 83.26 ★
Roll 33113: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 33114: (+1/3) 2 × T1 | R%: 9.26% (1 in 10.799) | 6.3 ★ [+1.8]
Roll 33115: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 33116: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 33117: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 33118: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 33119: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 33120: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 33121: (+2/3) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.8 ★ [+0.8]
Roll 33122: (+3/5) 2 × T1 | R%: 9.26% (1 in 10.799) | 9.9 ★ [+5.4]
Roll 33123: (+5/6) 1 × T1 | R%: 55.563% (1 in 1.8) | 3.0 ★ [+2.0]
Roll 33124: 2 × T2 | R%: 3.087% (1 in 32.396) | 22.0 ★
Roll 33125: 2 × T1 | R%: 9.26% (1 in 10.799) | 4.5 ★
Roll 33126: (+2/3) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.8 ★ [+0.8]
Roll 33127: (+3/4) 1 × T1 | R%: 55.563% (1 in 1.8) | 2.2 ★ [+1.2]
Roll 33128: (+4/5) 1 × T1 | R%: 55.563% (1 in 1.8) | 2.6 ★ [+1.6]
Roll 33129: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 33130: (+1/2) 1 × T2 | R%: 18.521% (1 in 5.399) | 13.65 ★ [+3.9]
Roll 33131: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 33132: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 33133: (+2/3) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.8 ★ [+0.8]
Roll 33134: 2 × T2 | R%: 3.087% (1 in 32.396) | 22.0 ★
Roll 33135: 5 × T1 | R%: 0.043% (1 in 2.33×10^3) | 15.0 ★
Roll 33136: 2 × T2 | R%: 3.087% (1 in 32.396) | 22.0 ★
Roll 33137: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 33138: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 33139: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 33140: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 33141: 2 × T3 | R%: 1.029% (1 in 97.187) | 83.26 ★
Roll 33142: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 33143: 3 × T2 | R%: 0.514% (1 in 194.375) | 34.25 ★
Roll 33144: (+3/4) 1 × T2 | R%: 18.521% (1 in 5.399) | 21.45 ★ [+11.7]
Roll 33145: (+4/5) 1 × T2 | R%: 18.521% (1 in 5.399) | 25.35 ★ [+15.6]
Roll 33146: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 33147: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 33148: (+2/3) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.8 ★ [+0.8]
Roll 33149: 1 × T5 | R%: 0.686% (1 in 145.781) | 522.72 ★
Roll 33150: 2 × T1 | R%: 9.26% (1 in 10.799) | 4.5 ★
Roll 33151: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 33152: 2 × T1 | R%: 9.26% (1 in 10.799) | 4.5 ★
Roll 33153: (+2/3) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.8 ★ [+0.8]
Roll 33154: (+3/4) 1 × T1 | R%: 55.563% (1 in 1.8) | 2.2 ★ [+1.2]
Roll 33155: (+4/5) 1 × T1 | R%: 55.563% (1 in 1.8) | 2.6 ★ [+1.6]
Roll 33156: (+5/7) 2 × T1 | R%: 9.26% (1 in 10.799) | 13.5 ★ [+9.0]
Roll 33157: (+7/8) 1 × T1 | R%: 55.563% (1 in 1.8) | 3.8 ★ [+2.8]
Roll 33158: (+8/9) 1 × T1 | R%: 55.563% (1 in 1.8) | 4.2 ★ [+3.2]
Roll 33159: (+9/10) 1 × T1 | R%: 55.563% (1 in 1.8) | 4.6 ★ [+3.6]
Roll 33160: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 33161: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 33162: (+1/2) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.4 ★ [+0.4]
Roll 33163: (+2/3) 1 × T1 | R%: 55.563% (1 in 1.8) | 1.8 ★ [+0.8]
Roll 33164: (+3/5) 2 × T1 | R%: 9.26% (1 in 10.799) | 9.9 ★ [+5.4]
Roll 33165: (+5/6) 1 × T1 | R%: 55.563% (1 in 1.8) | 3.0 ★ [+2.0]
Roll 33166: 1 × T2 | R%: 18.521% (1 in 5.399) | 9.75 ★
Roll 33167: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
Roll 33168: 2 × T2 | R%: 3.087% (1 in 32.396) | 22.0 ★
Roll 33169: (+2/3) 1 × T2 | R%: 18.521% (1 in 5.399) | 17.55 ★ [+7.8]
Roll 33170: 1 × T1 | R%: 55.563% (1 in 1.8) | 1.0 ★
